epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,301.443,1.00447,1.65988,1.17725,0.7801,0.75198,0.79238,0.54621,0.97391,1.12397,1.10549,0.00333104,0.00333104,0.00333104
2,605.533,1.1497,1.37481,1.25711,0.73234,0.68092,0.71162,0.45501,1.14696,1.22127,1.22327,0.0065984,0.0065984,0.0065984
3,912.621,1.32177,1.46567,1.37261,0.68436,0.57679,0.62376,0.36012,1.36807,1.45519,1.40124,0.00979976,0.00979976,0.00979976
4,1215.45,1.40001,1.5064,1.43738,0.75363,0.61733,0.69271,0.4179,1.28717,1.27094,1.35969,0.009703,0.009703,0.009703
5,1525.75,1.3452,1.42422,1.40832,0.73457,0.65489,0.71975,0.45168,1.22771,1.16375,1.29763,0.009604,0.009604,0.009604
6,1829.59,1.29948,1.35281,1.37948,0.74964,0.67274,0.72495,0.46265,1.20179,1.12441,1.28414,0.009505,0.009505,0.009505
7,2137.34,1.26026,1.2864,1.34927,0.76208,0.68836,0.74546,0.47854,1.14473,1.06717,1.25063,0.009406,0.009406,0.009406
8,2439.95,1.23741,1.26058,1.33836,0.75087,0.69382,0.74613,0.49099,1.15818,1.06372,1.25972,0.009307,0.009307,0.009307
9,2750.04,1.2087,1.22041,1.32012,0.79004,0.70026,0.7764,0.51325,1.13908,1.0005,1.25059,0.009208,0.009208,0.009208
10,3056.36,1.18827,1.20325,1.30778,0.77117,0.71811,0.77639,0.5133,1.07084,0.98311,1.19017,0.009109,0.009109,0.009109
11,3359.71,1.16905,1.16754,1.29393,0.7761,0.7193,0.78126,0.52719,1.0891,0.94067,1.20146,0.00901,0.00901,0.00901
12,3673.98,1.15663,1.15598,1.28776,0.79758,0.72666,0.78916,0.53913,1.04155,0.93059,1.17303,0.008911,0.008911,0.008911
13,3973.82,1.14604,1.12546,1.27786,0.78727,0.73769,0.7909,0.54324,1.03033,0.91933,1.16938,0.008812,0.008812,0.008812
14,4281.08,1.13294,1.12423,1.27624,0.78618,0.74377,0.79783,0.55231,1.02337,0.89443,1.15759,0.008713,0.008713,0.008713
15,4584.29,1.12325,1.09583,1.26749,0.79219,0.73576,0.80041,0.55268,1.01636,0.90106,1.15369,0.008614,0.008614,0.008614
16,4892.82,1.11792,1.08394,1.25822,0.8051,0.75733,0.81397,0.56742,1.00072,0.85195,1.14865,0.008515,0.008515,0.008515
17,5199.01,1.09581,1.06696,1.24616,0.82916,0.73856,0.8105,0.56992,0.98015,0.8508,1.13188,0.008416,0.008416,0.008416
18,5503.74,1.0932,1.05685,1.24336,0.81908,0.7579,0.82101,0.57705,0.97276,0.83739,1.12014,0.008317,0.008317,0.008317
19,5813.63,1.08432,1.05441,1.24095,0.81207,0.76237,0.82377,0.5813,0.96614,0.83534,1.11982,0.008218,0.008218,0.008218
20,6114.56,1.08443,1.03628,1.23672,0.80989,0.76203,0.82325,0.58365,0.96232,0.82663,1.11308,0.008119,0.008119,0.008119
21,6423.44,1.06283,1.02696,1.22425,0.82225,0.75521,0.82239,0.5883,0.94339,0.81829,1.11067,0.00802,0.00802,0.00802
22,6729.56,1.0623,1.01234,1.22572,0.81365,0.76571,0.83066,0.59068,0.93671,0.8004,1.10617,0.007921,0.007921,0.007921
23,7040.59,1.0518,1.01111,1.21893,0.82093,0.7672,0.82603,0.59405,0.92138,0.79844,1.09152,0.007822,0.007822,0.007822
24,7343.89,1.04065,0.99831,1.2135,0.83016,0.75797,0.82837,0.58952,0.92737,0.78753,1.09891,0.007723,0.007723,0.007723
25,7651.74,1.04044,0.99163,1.2094,0.81905,0.77798,0.83811,0.60224,0.92133,0.77919,1.09171,0.007624,0.007624,0.007624
26,7958.89,1.03649,0.98401,1.20581,0.83308,0.77836,0.83628,0.60266,0.908,0.76918,1.08536,0.007525,0.007525,0.007525
27,8261.92,1.03965,0.99264,1.20985,0.82361,0.78282,0.84452,0.61425,0.90301,0.75835,1.08009,0.007426,0.007426,0.007426
28,8569.89,1.0307,0.97062,1.19882,0.82739,0.78022,0.8417,0.60989,0.90896,0.76362,1.08572,0.007327,0.007327,0.007327
29,8875.68,1.02366,0.97895,1.20144,0.8348,0.77423,0.84313,0.61519,0.88994,0.75684,1.07542,0.007228,0.007228,0.007228
30,9186.45,1.0096,0.95135,1.19133,0.86252,0.76757,0.84735,0.61748,0.89773,0.73883,1.08021,0.007129,0.007129,0.007129
