timestamp,scenario,seed,model_name,epochs,batch,imgsz,map50_95,map50,precision,recall,run_dir
2026-03-02 21:30:49,P_Raw_0,42,yolo11n.pt,100,8,640,0.7883784249799647,0.9456529194681313,0.9792047201469024,0.8838178551061936,C:\Users\User\Documents\JUPYTER_LOCAL\IMAGENES_ENTRENAMIENTO\DETECCION\TESIS_DIC_2025\VERSION_FINAL\DATASET_TESIS\runs\train\P_Raw_0_yolo11n_e100_seed42
