epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,17485.9,0.7355,0.45119,0.88662,0.96095,0.87078,0.94757,0.77761,0.62407,0.3675,0.8491,0.0004952,0.0004952,0.0004952
78,17715.8,0.71865,0.44298,0.88655,0.95836,0.87765,0.94801,0.78082,0.61954,0.36268,0.84812,0.0004754,0.0004754,0.0004754
79,17943.7,0.72461,0.44201,0.88759,0.96277,0.87867,0.9454,0.78055,0.61685,0.36316,0.8499,0.0004556,0.0004556,0.0004556
80,18176,0.72472,0.44185,0.88399,0.94855,0.89181,0.94654,0.78004,0.61363,0.35866,0.8475,0.0004358,0.0004358,0.0004358
81,18407.3,0.72452,0.44622,0.88686,0.95033,0.88991,0.9457,0.77697,0.62398,0.36068,0.85146,0.000416,0.000416,0.000416
82,18636,0.72811,0.44119,0.88351,0.94952,0.89788,0.94913,0.7806,0.62087,0.36279,0.84903,0.0003962,0.0003962,0.0003962
83,18863.4,0.70691,0.43002,0.87995,0.94742,0.88675,0.94761,0.78154,0.61359,0.36049,0.84755,0.0003764,0.0003764,0.0003764
84,19093.1,0.71355,0.43191,0.88002,0.95132,0.88923,0.94901,0.7818,0.61422,0.35902,0.84717,0.0003566,0.0003566,0.0003566
85,19323.2,0.70567,0.43334,0.88,0.94647,0.8908,0.95004,0.78117,0.61422,0.35776,0.85048,0.0003368,0.0003368,0.0003368
86,19549.8,0.70927,0.42472,0.87815,0.94744,0.89303,0.9476,0.78154,0.60866,0.35719,0.84527,0.000317,0.000317,0.000317
87,19776,0.70211,0.42925,0.87685,0.95137,0.89016,0.94908,0.78108,0.61341,0.35577,0.84659,0.0002972,0.0002972,0.0002972
88,20006.6,0.70177,0.42334,0.87839,0.94421,0.88992,0.94839,0.78231,0.61103,0.35931,0.84583,0.0002774,0.0002774,0.0002774
89,20233.9,0.70184,0.42118,0.87891,0.95242,0.88878,0.94978,0.78516,0.60861,0.35497,0.84433,0.0002576,0.0002576,0.0002576
90,20462.1,0.68455,0.41252,0.87312,0.95772,0.8932,0.95183,0.78395,0.61006,0.35233,0.84405,0.0002378,0.0002378,0.0002378
91,20699.5,0.60793,0.35492,0.83893,0.95355,0.89687,0.9478,0.78121,0.62148,0.35603,0.84822,0.000218,0.000218,0.000218
92,20928.7,0.60659,0.35129,0.83483,0.94999,0.89181,0.94542,0.77984,0.6168,0.35562,0.84633,0.0001982,0.0001982,0.0001982
93,21159.6,0.59768,0.34744,0.83942,0.95826,0.88271,0.94439,0.78168,0.61593,0.3544,0.84628,0.0001784,0.0001784,0.0001784
94,21393.2,0.59673,0.34503,0.83419,0.94337,0.88777,0.94412,0.78314,0.61306,0.35945,0.8454,0.0001586,0.0001586,0.0001586
95,21621.8,0.59235,0.34196,0.83007,0.95244,0.88878,0.94565,0.78281,0.61243,0.35618,0.84509,0.0001388,0.0001388,0.0001388
96,21851.7,0.5894,0.3418,0.8315,0.95388,0.88675,0.94806,0.78529,0.60969,0.35565,0.84391,0.000119,0.000119,0.000119
97,22073.8,0.58711,0.34073,0.83367,0.94236,0.8927,0.94724,0.78434,0.60982,0.35679,0.84376,9.92e-05,9.92e-05,9.92e-05
98,22299.6,0.58131,0.33592,0.82948,0.95247,0.89282,0.94947,0.78599,0.60919,0.35598,0.84374,7.94e-05,7.94e-05,7.94e-05
99,22523.1,0.57988,0.33288,0.82994,0.95346,0.89067,0.94662,0.78399,0.60814,0.35401,0.8436,5.96e-05,5.96e-05,5.96e-05
100,22751.8,0.58205,0.33587,0.83296,0.94951,0.8908,0.94646,0.78757,0.60441,0.35282,0.8436,3.98e-05,3.98e-05,3.98e-05
