epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,270.138,1.16483,1.52939,1.02836,0.8772,0.74419,0.82508,0.55777,1.0749,0.98397,1.01883,0.000665745,0.000665745,0.000665745
2,544.754,1.25197,1.09566,1.08289,0.87338,0.73711,0.81919,0.55339,1.09601,0.8225,1.03816,0.00131922,0.00131922,0.00131922
3,821.077,1.2595,1.00749,1.09075,0.85912,0.74115,0.81418,0.54814,1.09432,0.82352,1.0102,0.0019595,0.0019595,0.0019595
4,1093.45,1.20189,0.93941,1.06563,0.88409,0.7634,0.84135,0.59943,0.9964,0.7538,0.98026,0.0019406,0.0019406,0.0019406
5,1365.93,1.16745,0.88819,1.04913,0.8716,0.76138,0.83346,0.6027,0.98266,0.72204,0.9793,0.0019208,0.0019208,0.0019208
6,1642.3,1.11864,0.83221,1.02972,0.93141,0.80384,0.87247,0.62156,0.96849,0.64975,0.96183,0.001901,0.001901,0.001901
7,1916.41,1.08768,0.80159,1.01581,0.89266,0.80081,0.86497,0.62045,0.93639,0.6717,0.97211,0.0018812,0.0018812,0.0018812
8,2188.96,1.08289,0.79143,1.01343,0.92435,0.80991,0.88039,0.64487,0.89952,0.65718,0.94506,0.0018614,0.0018614,0.0018614
9,2462.03,1.0474,0.75199,0.99646,0.9279,0.78075,0.86741,0.64981,0.86738,0.62276,0.93518,0.0018416,0.0018416,0.0018416
10,2738.32,1.02471,0.73338,0.9922,0.94138,0.80586,0.87736,0.65147,0.8574,0.60584,0.9302,0.0018218,0.0018218,0.0018218
11,3011.8,1.01564,0.71694,0.98806,0.9344,0.80081,0.88168,0.65825,0.85493,0.59692,0.92451,0.001802,0.001802,0.001802
12,3285.11,1.00511,0.70381,0.98363,0.93293,0.83519,0.90318,0.67719,0.83581,0.55201,0.92209,0.0017822,0.0017822,0.0017822
13,3567.91,1.00205,0.69428,0.97299,0.93052,0.83962,0.90332,0.67601,0.86737,0.5728,0.92975,0.0017624,0.0017624,0.0017624
14,3844.02,0.99264,0.69508,0.98246,0.92182,0.82305,0.89737,0.68123,0.81829,0.54078,0.91668,0.0017426,0.0017426,0.0017426
15,4122.08,0.97871,0.68046,0.97268,0.92775,0.81791,0.89487,0.67066,0.83177,0.56427,0.92015,0.0017228,0.0017228,0.0017228
16,4398.6,0.96723,0.66789,0.9714,0.93451,0.82245,0.90557,0.67898,0.837,0.56038,0.91675,0.001703,0.001703,0.001703
17,4675.64,0.94545,0.66118,0.9631,0.92221,0.83914,0.90848,0.68789,0.81158,0.52942,0.91207,0.0016832,0.0016832,0.0016832
18,4949.26,0.93928,0.64559,0.96276,0.94813,0.83167,0.91234,0.70096,0.79918,0.51354,0.90784,0.0016634,0.0016634,0.0016634
19,5222.71,0.9299,0.63323,0.95587,0.92665,0.85584,0.91494,0.70093,0.7798,0.51345,0.89934,0.0016436,0.0016436,0.0016436
20,5500.11,0.93564,0.63542,0.95457,0.93702,0.83519,0.91602,0.7068,0.76563,0.51314,0.89888,0.0016238,0.0016238,0.0016238
21,5775.93,0.9334,0.63079,0.95688,0.95326,0.85035,0.91902,0.70634,0.78389,0.49922,0.90696,0.001604,0.001604,0.001604
22,6052.1,0.91175,0.61673,0.94807,0.95882,0.82912,0.91813,0.70743,0.76779,0.50295,0.89532,0.0015842,0.0015842,0.0015842
23,6329.49,0.90123,0.61184,0.94579,0.94084,0.85035,0.91989,0.71615,0.75185,0.48419,0.89011,0.0015644,0.0015644,0.0015644
24,6605.62,0.89695,0.59766,0.94067,0.93966,0.85034,0.92254,0.70991,0.75498,0.5054,0.89101,0.0015446,0.0015446,0.0015446
25,6879.15,0.88769,0.60436,0.94359,0.92346,0.85541,0.91582,0.70671,0.76367,0.49541,0.89936,0.0015248,0.0015248,0.0015248
26,7155.62,0.88694,0.59522,0.93805,0.93931,0.85035,0.92185,0.71635,0.7516,0.47297,0.8892,0.001505,0.001505,0.001505
27,7438.89,0.88477,0.59606,0.94114,0.93168,0.85137,0.91902,0.71417,0.74508,0.48561,0.88988,0.0014852,0.0014852,0.0014852
28,7714.81,0.88937,0.59068,0.94128,0.94743,0.8453,0.91931,0.71835,0.73388,0.47354,0.88263,0.0014654,0.0014654,0.0014654
