epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,189.87,1.17052,1.6405,1.02605,0.86347,0.72898,0.81114,0.54644,1.10794,1.02397,1.02571,0.000665377,0.000665377,0.000665377
2,383.778,1.28126,1.16829,1.09523,0.83158,0.73509,0.80059,0.52923,1.10135,0.98184,1.03093,0.00131886,0.00131886,0.00131886
3,579.286,1.27545,1.04399,1.09404,0.84213,0.72817,0.80665,0.52983,1.14821,0.88696,1.05039,0.00195914,0.00195914,0.00195914
4,777.583,1.25918,0.99188,1.08194,0.88133,0.74621,0.8262,0.58108,1.03702,0.80896,1.0137,0.0019406,0.0019406,0.0019406
5,971.508,1.21846,0.927,1.06766,0.89074,0.75834,0.84032,0.5828,1.03604,0.80598,1.0119,0.0019208,0.0019208,0.0019208
6,1171.02,1.14985,0.87805,1.03654,0.92165,0.75329,0.85392,0.61956,0.98118,0.70939,0.98114,0.001901,0.001901,0.001901
7,1364.87,1.13679,0.86691,1.04316,0.91703,0.77351,0.85783,0.61988,0.96036,0.69021,0.98387,0.0018812,0.0018812,0.0018812
8,1560.48,1.09778,0.81442,1.01623,0.9069,0.79474,0.87437,0.62636,0.98204,0.66684,0.97537,0.0018614,0.0018614,0.0018614
9,1755.68,1.08387,0.78673,1.01207,0.92029,0.80545,0.88059,0.64425,0.93957,0.64494,0.97569,0.0018416,0.0018416,0.0018416
10,1950.89,1.08336,0.78925,1.0174,0.92011,0.80283,0.87903,0.64019,0.92397,0.63651,0.9541,0.0018218,0.0018218,0.0018218
11,2143.49,1.06557,0.77052,1.00929,0.89972,0.79778,0.87561,0.64004,0.89695,0.6306,0.94259,0.001802,0.001802,0.001802
12,2341.25,1.04665,0.74527,1.0019,0.92466,0.79272,0.87373,0.66074,0.87962,0.63333,0.94678,0.0017822,0.0017822,0.0017822
13,2537.59,1.04237,0.73901,1.00532,0.93615,0.80054,0.87952,0.649,0.8707,0.64554,0.93542,0.0017624,0.0017624,0.0017624
14,2740.91,1.03613,0.73282,0.99813,0.91765,0.83114,0.88833,0.65177,0.83187,0.58156,0.92216,0.0017426,0.0017426,0.0017426
15,2935.51,1.02192,0.71415,0.99282,0.91395,0.81092,0.88771,0.6639,0.86104,0.57479,0.92344,0.0017228,0.0017228,0.0017228
16,3131.31,1.01863,0.70702,0.98599,0.92468,0.80586,0.87842,0.6644,0.85306,0.62539,0.92874,0.001703,0.001703,0.001703
17,3330.58,0.99869,0.70299,0.97562,0.94219,0.80751,0.89189,0.67752,0.83203,0.56933,0.92279,0.0016832,0.0016832,0.0016832
18,3529.59,0.98703,0.69214,0.97907,0.94366,0.81284,0.89559,0.68438,0.8107,0.55094,0.91367,0.0016634,0.0016634,0.0016634
19,3731.45,0.9739,0.68141,0.97368,0.9319,0.83016,0.89872,0.68439,0.80953,0.54553,0.91287,0.0016436,0.0016436,0.0016436
20,3926.22,0.96875,0.67133,0.97447,0.91911,0.82719,0.90032,0.67258,0.82712,0.55196,0.91624,0.0016238,0.0016238,0.0016238
21,4125.99,0.95922,0.66387,0.96723,0.91586,0.83013,0.89716,0.69188,0.81382,0.54952,0.91264,0.001604,0.001604,0.001604
22,4323.43,0.94616,0.64256,0.96014,0.92811,0.83548,0.90763,0.6868,0.79459,0.53029,0.90552,0.0015842,0.0015842,0.0015842
23,4519.28,0.94086,0.64155,0.96223,0.92516,0.82494,0.90129,0.69637,0.77096,0.54448,0.89996,0.0015644,0.0015644,0.0015644
24,4712.98,0.93082,0.63574,0.95527,0.94476,0.83,0.90517,0.68693,0.79548,0.52776,0.90842,0.0015446,0.0015446,0.0015446
25,4911.42,0.94328,0.63767,0.95371,0.9233,0.83981,0.89912,0.69389,0.79398,0.52512,0.90412,0.0015248,0.0015248,0.0015248
26,5103.5,0.92647,0.62766,0.95381,0.92761,0.84833,0.91054,0.70931,0.75615,0.49606,0.89327,0.001505,0.001505,0.001505
27,5301.12,0.9177,0.62689,0.95076,0.94392,0.83389,0.90968,0.69864,0.77995,0.50893,0.89528,0.0014852,0.0014852,0.0014852
28,5497.35,0.91849,0.6243,0.95056,0.94788,0.83215,0.90994,0.71078,0.75092,0.50027,0.88877,0.0014654,0.0014654,0.0014654
29,5691.59,0.91649,0.62146,0.95594,0.94115,0.82508,0.90862,0.7077,0.76966,0.5019,0.89399,0.0014456,0.0014456,0.0014456
30,5886.5,0.9098,0.61317,0.9452,0.94275,0.84911,0.91068,0.70872,0.74786,0.48832,0.88521,0.0014258,0.0014258,0.0014258
31,6086.52,0.90731,0.60851,0.95191,0.91783,0.84328,0.91055,0.70969,0.73263,0.49942,0.88632,0.001406,0.001406,0.001406
32,6279.54,0.90259,0.59692,0.94503,0.94112,0.85945,0.92168,0.72072,0.73704,0.47511,0.88744,0.0013862,0.0013862,0.0013862
33,6475.9,0.8863,0.59497,0.94073,0.95728,0.83842,0.92137,0.72206,0.73575,0.46756,0.88502,0.0013664,0.0013664,0.0013664
34,6670.6,0.89056,0.59448,0.94257,0.95592,0.8552,0.92427,0.7178,0.73324,0.47544,0.88571,0.0013466,0.0013466,0.0013466
35,6868.05,0.8934,0.59077,0.9401,0.95895,0.84328,0.92133,0.71798,0.73117,0.47157,0.88788,0.0013268,0.0013268,0.0013268
36,7065.68,0.88627,0.58113,0.93758,0.9307,0.86957,0.92744,0.73011,0.71642,0.46877,0.88195,0.001307,0.001307,0.001307
37,7263.81,0.8718,0.57927,0.93493,0.95924,0.85669,0.93548,0.72909,0.7195,0.45507,0.8825,0.0012872,0.0012872,0.0012872
38,7460.11,0.87764,0.57661,0.9366,0.93421,0.84711,0.91963,0.71909,0.72009,0.46624,0.88313,0.0012674,0.0012674,0.0012674
39,7658.46,0.87406,0.57571,0.93789,0.96564,0.82406,0.92553,0.73075,0.70513,0.45422,0.87438,0.0012476,0.0012476,0.0012476
40,7855.76,0.87012,0.57766,0.93019,0.9619,0.8453,0.92061,0.71865,0.73098,0.46744,0.8812,0.0012278,0.0012278,0.0012278
41,8056.95,0.86152,0.56759,0.9343,0.95221,0.8544,0.92837,0.73059,0.72101,0.45205,0.87865,0.001208,0.001208,0.001208
42,8255.02,0.85491,0.55739,0.92783,0.95176,0.85781,0.92992,0.73383,0.70818,0.4477,0.8796,0.0011882,0.0011882,0.0011882
43,8453.94,0.84646,0.55811,0.92479,0.96437,0.8485,0.92687,0.73319,0.70366,0.46405,0.87163,0.0011684,0.0011684,0.0011684
44,8654.94,0.85495,0.55226,0.92554,0.95258,0.85318,0.92676,0.73613,0.69853,0.43951,0.87673,0.0011486,0.0011486,0.0011486
45,8857.59,0.8396,0.54355,0.92211,0.95036,0.85173,0.92538,0.73772,0.68943,0.45056,0.87188,0.0011288,0.0011288,0.0011288
46,9056.35,0.84432,0.5466,0.92327,0.95926,0.85716,0.93112,0.73918,0.69514,0.43806,0.87408,0.001109,0.001109,0.001109
47,9253.58,0.82573,0.53466,0.9176,0.95943,0.85541,0.92747,0.74143,0.68839,0.43963,0.86994,0.0010892,0.0010892,0.0010892
48,9449.77,0.82645,0.53158,0.91559,0.95099,0.85743,0.92741,0.73906,0.68669,0.43836,0.86658,0.0010694,0.0010694,0.0010694
49,9653.14,0.82365,0.5354,0.91652,0.94207,0.86249,0.93136,0.74315,0.6866,0.4335,0.86725,0.0010496,0.0010496,0.0010496
50,9850.81,0.82573,0.53773,0.91748,0.94185,0.85238,0.92794,0.73716,0.69561,0.44373,0.87091,0.0010298,0.0010298,0.0010298
51,10052,0.81657,0.52303,0.91515,0.96103,0.85035,0.9239,0.74782,0.67441,0.43451,0.87007,0.00101,0.00101,0.00101
52,10248.4,0.82159,0.5324,0.9151,0.96453,0.85844,0.92857,0.73841,0.68491,0.4315,0.87204,0.0009902,0.0009902,0.0009902
53,10448.3,0.81593,0.52821,0.92053,0.92569,0.8817,0.93202,0.75132,0.66743,0.42389,0.86236,0.0009704,0.0009704,0.0009704
54,10648.5,0.81798,0.52336,0.91516,0.96589,0.85889,0.9337,0.75528,0.66289,0.41793,0.86042,0.0009506,0.0009506,0.0009506
55,10850.1,0.8028,0.51283,0.90614,0.96963,0.85844,0.93331,0.75003,0.66605,0.421,0.86025,0.0009308,0.0009308,0.0009308
56,11046.9,0.79369,0.50916,0.91334,0.95929,0.85844,0.9363,0.75039,0.66818,0.41854,0.86141,0.000911,0.000911,0.000911
57,11244.7,0.81836,0.521,0.91595,0.95403,0.8603,0.93564,0.74534,0.67586,0.42835,0.86454,0.0008912,0.0008912,0.0008912
58,11442.9,0.80399,0.51651,0.90912,0.96188,0.86148,0.93641,0.75112,0.66154,0.41848,0.86385,0.0008714,0.0008714,0.0008714
59,11644.3,0.79651,0.50479,0.90543,0.96296,0.85945,0.93693,0.75248,0.67035,0.41514,0.86506,0.0008516,0.0008516,0.0008516
